CWE-ID,Name,Weakness Abstraction,Status,Description
473,PHP External Variable Modification,Variant,Draft,"A PHP application does not properly protect against the modification of variables from external sources, such as query parameters or cookies. This can expose the application to numerous weaknesses that would not exist otherwise."
481,Assigning instead of Comparing,Variant,Draft,The code uses an operator for assignment when the intention was to perform a comparison.
482,Comparing instead of Assigning,Variant,Draft,The code uses an operator for comparison when the intention was to perform an assignment.
486,Comparison of Classes by Name,Variant,Draft,"The program compares classes by name, which can cause it to use the wrong class when multiple classes can have the same name."
491,Public cloneable() Method Without Final ('Object Hijack'),Variant,Draft,"A class has a cloneable() method that is not declared final, which allows an object to be created without calling the constructor. This can cause the object to be in an unexpected state."
492,Use of Inner Class Containing Sensitive Data,Variant,Draft,Inner classes are translated into classes that are accessible at package scope and may expose code that the programmer intended to keep private to attackers.
493,Critical Public Variable Without Final Modifier,Variant,Draft,"The product has a critical public variable that is not final, which allows the variable to be modified to contain unexpected values."
495,Private Data Structure Returned From A Public Method,Variant,Draft,"The product has a method that is declared public, but returns a reference to a private data structure, which could then be modified in unexpected ways."
496,Public Data Assigned to Private Array-Typed Field,Variant,Incomplete,Assigning public data to a private array is equivalent to giving public access to the array.
498,Cloneable Class Containing Sensitive Information,Variant,Draft,"The code contains a class with sensitive data, but the class is cloneable. The data can then be accessed by cloning the class."
499,Serializable Class Containing Sensitive Data,Variant,Draft,"The code contains a class with sensitive data, but the class does not explicitly deny serialization. The data can be accessed by serializing the class through another class."
500,Public Static Field Not Marked Final,Variant,Draft,"An object contains a public static field that is not marked final, which might allow it to be modified in unexpected ways."
506,Embedded Malicious Code,Class,Incomplete,The application contains code that appears to be malicious in nature.
507,Trojan Horse,Base,Incomplete,"The software appears to contain benign or useful functionality, but it also contains code that is hidden from normal operation that violates the intended security policy of the user or the system administrator."
508,Non-Replicating Malicious Code,Base,Incomplete,Non-replicating malicious code only resides on the target system or software that is attacked; it does not attempt to spread to other systems.
509,Replicating Malicious Code (Virus or Worm),Base,Incomplete,"Replicating malicious code, including viruses and worms, will attempt to attack other systems once it has successfully compromised the target system or software."
510,Trapdoor,Base,Incomplete,"A trapdoor is a hidden piece of code that responds to a special input, allowing its user access to resources without passing through the normal security enforcement mechanism."
511,Logic/Time Bomb,Base,Incomplete,"The software contains code that is designed to disrupt the legitimate operation of the software (or its environment) when a certain time passes, or when a certain logical condition is met."
512,Spyware,Base,Incomplete,"The software collects personally identifiable information about a human user or the user's activities, but the software accesses this information using other resources besides itself, and it does not require that user's explicit approval or direct input into the software."
514,Covert Channel,Class,Incomplete,A covert channel is a path that can be used to transfer information in a way not intended by the system's designers.
520,.NET Misconfiguration: Use of Impersonation,Variant,Incomplete,Allowing a .NET application to run at potentially escalated levels of access to the underlying operating and file systems can be dangerous and result in various forms of attacks.
522,Insufficiently Protected Credentials,Class,Incomplete,"The product transmits or stores authentication credentials, but it uses an insecure method that is susceptible to unauthorized interception and/or retrieval."
525,Use of Web Browser Cache Containing Sensitive Information,Variant,Incomplete,The web application does not use an appropriate caching policy that specifies the extent to which each web page and associated form fields should be cached.
526,Exposure of Sensitive Information Through Environmental Variables,Variant,Incomplete,Environmental variables may contain sensitive information about a remote server.
527,Exposure of Version-Control Repository to an Unauthorized Control Sphere,Variant,Incomplete,"The product stores a CVS, git, or other repository in a directory, archive, or other resource that is stored, transferred, or otherwise made accessible to unauthorized actors."
528,Exposure of Core Dump File to an Unauthorized Control Sphere,Variant,Draft,"The product generates a core dump file in a directory, archive, or other resource that is stored, transferred, or otherwise made accessible to unauthorized actors."
529,Exposure of Access Control List Files to an Unauthorized Control Sphere,Variant,Incomplete,The product stores access control list files in a directory or other container that is accessible to actors outside of the intended control sphere.
530,Exposure of Backup File to an Unauthorized Control Sphere,Variant,Incomplete,A backup file is stored in a directory or archive that is made accessible to unauthorized actors.
531,Inclusion of Sensitive Information in Test Code,Variant,Incomplete,"Accessible test applications can pose a variety of security risks. Since developers or administrators rarely consider that someone besides themselves would even know about the existence of these applications, it is common for them to contain sensitive information or functions."
535,Exposure of Information Through Shell Error Message,Variant,Incomplete,"A command shell error message indicates that there exists an unhandled exception in the web application code. In many cases, an attacker can leverage the conditions that cause these errors in order to gain unauthorized access to the system."
536,Servlet Runtime Error Message Containing Sensitive Information,Variant,Incomplete,A servlet error message indicates that there exists an unhandled exception in your web application code and may provide useful information to an attacker.
537,Java Runtime Error Message Containing Sensitive Information,Variant,Incomplete,"In many cases, an attacker can leverage the conditions that cause unhandled exception errors in order to gain unauthorized access to the system."
538,Insertion of Sensitive Information into Externally-Accessible File or Directory,Base,Draft,"The product places sensitive information into files or directories that are accessible to actors who are allowed to have access to the files, but not to the sensitive information."
539,Use of Persistent Cookies Containing Sensitive Information,Variant,Incomplete,"The web application uses persistent cookies, but the cookies contain sensitive information."
541,Inclusion of Sensitive Information in an Include File,Variant,Incomplete,"If an include file source is accessible, the file can contain usernames and passwords, as well as sensitive information pertaining to the application and system."
543,Use of Singleton Pattern Without Synchronization in a Multithreaded Context,Variant,Incomplete,The software uses the singleton pattern when creating a resource within a multithreaded environment.
548,Exposure of Information Through Directory Listing,Variant,Draft,"A directory listing is inappropriately exposed, yielding potentially sensitive information to attackers."
550,Server-generated Error Message Containing Sensitive Information,Variant,Incomplete,"Certain conditions, such as network failure, will cause a server error message to be displayed."
552,Files or Directories Accessible to External Parties,Base,Draft,"The product makes files or directories accessible to unauthorized actors, even though they should not be."
553,Command Shell in Externally Accessible Directory,Variant,Incomplete,A possible shell file exists in /cgi-bin/ or other accessible directories. This is extremely dangerous and can be used by an attacker to execute commands on the web server.
554,ASP.NET Misconfiguration: Not Using Input Validation Framework,Variant,Draft,The ASP.NET application does not use an input validation framework.
555,J2EE Misconfiguration: Plaintext Password in Configuration File,Variant,Draft,The J2EE application stores a plaintext password in a configuration file.
556,ASP.NET Misconfiguration: Use of Identity Impersonation,Variant,Incomplete,Configuring an ASP.NET application to run with impersonated credentials may give the application unnecessary privileges.
558,Use of getlogin() in Multithreaded Application,Variant,Draft,"The application uses the getlogin() function in a multithreaded context, potentially causing it to return incorrect values."
560,Use of umask() with chmod-style Argument,Variant,Draft,The product calls umask() with an incorrect argument that is specified as if it is an argument to chmod().
564,SQL Injection: Hibernate,Variant,Incomplete,Using Hibernate to execute a dynamic SQL statement built with user-controlled input can allow an attacker to modify the statement's meaning or to execute arbitrary SQL commands.
566,Authorization Bypass Through User-Controlled SQL Primary Key,Variant,Incomplete,"The software uses a database table that includes records that should not be accessible to an actor, but it executes a SQL statement with a primary key that can be controlled by that actor."
568,finalize() Method Without super.finalize(),Variant,Draft,The software contains a finalize() method that does not call super.finalize().
572,Call to Thread run() instead of start(),Variant,Draft,"The program calls a thread's run() method instead of calling start(), which causes the code to run in the thread of the caller instead of the callee."
573,Improper Following of Specification by Caller,Class,Draft,"The software does not follow or incorrectly follows the specifications as required by the implementation language, environment, framework, protocol, or platform."
574,EJB Bad Practices: Use of Synchronization Primitives,Variant,Draft,The program violates the Enterprise JavaBeans (EJB) specification by using thread synchronization primitives.
575,EJB Bad Practices: Use of AWT Swing,Variant,Draft,The program violates the Enterprise JavaBeans (EJB) specification by using AWT/Swing.
576,EJB Bad Practices: Use of Java I/O,Variant,Draft,The program violates the Enterprise JavaBeans (EJB) specification by using the java.io package.
577,EJB Bad Practices: Use of Sockets,Variant,Draft,The program violates the Enterprise JavaBeans (EJB) specification by using sockets.
578,EJB Bad Practices: Use of Class Loader,Variant,Draft,The program violates the Enterprise JavaBeans (EJB) specification by using the class loader.
579,J2EE Bad Practices: Non-serializable Object Stored in Session,Variant,Draft,"The application stores a non-serializable object as an HttpSession attribute, which can hurt reliability."
582,"Array Declared Public, Final, and Static",Variant,Draft,"The program declares an array public, final, and static, which is not sufficient to prevent the array's contents from being modified."
583,finalize() Method Declared Public,Variant,Incomplete,The program violates secure coding principles for mobile code by declaring a finalize() method public.
589,Call to Non-ubiquitous API,Variant,Incomplete,The software uses an API function that does not exist on all versions of the target platform. This could cause portability problems or inconsistencies that allow denial of service or other consequences.
590,Free of Memory not on the Heap,Variant,Incomplete,"The application calls free() on a pointer to memory that was not allocated using associated heap allocation functions such as malloc(), calloc(), or realloc()."
591,Sensitive Data Storage in Improperly Locked Memory,Variant,Draft,"The application stores sensitive data in memory that is not locked, or that has been incorrectly locked, which might cause the memory to be written to swap files on disk by the virtual memory manager. This can make the data more accessible to external actors."
593,Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created,Variant,Draft,The software modifies the SSL context after connection creation has begun.
594,J2EE Framework: Saving Unserializable Objects to Disk,Variant,Incomplete,When the J2EE container attempts to write unserializable objects to disk there is no guarantee that the process will complete successfully.
598,Use of GET Request Method With Sensitive Query Strings,Variant,Draft,The web application uses the HTTP GET method to process a request and includes sensitive information in the query string of that requests.
599,Missing Validation of OpenSSL Certificate,Variant,Incomplete,The software uses OpenSSL and trusts or uses a certificate without using the SSL_get_verify_result() function to ensure that the certificate satisfies all necessary security requirements.
602,Client-Side Enforcement of Server-Side Security,Base,Draft,The software is composed of a server that relies on the client to implement a mechanism that is intended to protect the server.
607,Public Static Final Field References Mutable Object,Variant,Draft,"A public or protected static final field references a mutable object, which allows the object to be changed by malicious code, or accidentally from another package."
608,Struts: Non-private Field in ActionForm Class,Variant,Draft,"An ActionForm class contains a field that has not been declared private, which can be accessed without using a setter or getter."
610,Externally Controlled Reference to a Resource in Another Sphere,Class,Draft,The product uses an externally controlled name or reference that resolves to a resource that is outside of the intended control sphere.
614,Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,Variant,Draft,"The Secure attribute for sensitive cookies in HTTPS sessions is not set, which could cause the user agent to send those cookies in plaintext over an HTTP session."
615,Inclusion of Sensitive Information in Source Code Comments,Variant,Incomplete,"While adding general comments is very useful, some programmers tend to leave important data, such as: filenames related to the web application, old links or links which were not meant to be browsed by users, old code fragments, etc."
616,Incomplete Identification of Uploaded File Variables (PHP),Variant,Incomplete,"The PHP application uses an old method for processing uploaded files by referencing the four global variables that are set for each file (e.g. $varname, $varname_size, $varname_name, $varname_type). These variables could be overwritten by attackers, causing the application to process unauthorized files."
622,Improper Validation of Function Hook Arguments,Variant,Draft,"The product adds hooks to user-accessible API functions, but it does not properly validate the arguments. This could lead to resultant vulnerabilities."
623,Unsafe ActiveX Control Marked Safe For Scripting,Variant,Draft,"An ActiveX control is intended for restricted use, but it has been marked as safe-for-scripting."
626,Null Byte Interaction Error (Poison Null Byte),Variant,Draft,The product does not properly handle null bytes or NUL characters when passing data between different representations or components.
636,Not Failing Securely ('Failing Open'),Class,Draft,"When the product encounters an error condition or failure, its design requires it to fall back to a state that is less secure than other options that are available, such as selecting the weakest encryption algorithm or using the most permissive access control restrictions."
637,Unnecessary Complexity in Protection Mechanism (Not Using 'Economy of Mechanism'),Class,Draft,"The software uses a more complex mechanism than necessary, which could lead to resultant weaknesses when the mechanism is not correctly understood, modeled, configured, implemented, or used."
638,Not Using Complete Mediation,Class,Draft,"The software does not perform access checks on a resource every time the resource is accessed by an entity, which can create resultant weaknesses if that entity's rights or privileges change over time."
642,External Control of Critical State Data,Class,Draft,"The software stores security-critical state information about its users, or the software itself, in a location that is accessible to unauthorized actors."
644,Improper Neutralization of HTTP Headers for Scripting Syntax,Variant,Incomplete,"The application does not neutralize or incorrectly neutralizes web scripting syntax in HTTP headers that can be used by web browser components that can process raw headers, such as Flash."
646,Reliance on File Name or Extension of Externally-Supplied File,Variant,Incomplete,"The software allows a file to be uploaded, but it relies on the file name or extension of the file to determine the appropriate behaviors. This could be used by attackers to cause the file to be misclassified and processed in a dangerous fashion."
647,Use of Non-Canonical URL Paths for Authorization Decisions,Variant,Incomplete,The software defines policy namespaces and makes authorization decisions based on the assumption that a URL is canonical. This can allow a non-canonical URL to bypass the authorization.
650,Trusting HTTP Permission Methods on the Server Side,Variant,Incomplete,"The server contains a protection mechanism that assumes that any URI that is accessed using HTTP GET will not cause a state change to the associated resource. This might allow attackers to bypass intended access restrictions and conduct resource modification and deletion attacks, since some applications allow GET to modify state."
651,Exposure of WSDL File Containing Sensitive Information,Variant,Incomplete,The Web services architecture may require exposing a Web Service Definition Language (WSDL) file that contains information on the publicly accessible services and how callers of these services should interact with them (e.g. what parameters they expect and what types they return).
653,Insufficient Compartmentalization,Base,Draft,"The product does not sufficiently compartmentalize functionality or processes that require different privilege levels, rights, or permissions."
654,Reliance on a Single Factor in a Security Decision,Base,Draft,"A protection mechanism relies exclusively, or to a large extent, on the evaluation of a single condition or the integrity of a single object or entity in order to make a decision about granting access to restricted resources or functionality."
655,Insufficient Psychological Acceptability,Base,Draft,"The software has a protection mechanism that is too difficult or inconvenient to use, encouraging non-malicious users to disable or bypass the mechanism, whether by accident or on purpose."
656,Reliance on Security Through Obscurity,Base,Draft,"The software uses a protection mechanism whose strength depends heavily on its obscurity, such that knowledge of its algorithms or key data is sufficient to defeat the mechanism."
657,Violation of Secure Design Principles,Class,Draft,The product violates well-established principles for secure design.
662,Improper Synchronization,Class,Draft,"The software utilizes multiple threads or processes to allow temporary access to a shared resource that can only be exclusive to one process at a time, but it does not properly synchronize these actions, which might cause simultaneous accesses of this resource by multiple threads or processes."
664,Improper Control of a Resource Through its Lifetime,Pillar,Draft,"The software does not maintain or incorrectly maintains control over a resource throughout its lifetime of creation, use, and release."
665,Improper Initialization,Class,Draft,"The software does not initialize or incorrectly initializes a resource, which might leave the resource in an unexpected state when it is accessed or used."
666,Operation on Resource in Wrong Phase of Lifetime,Class,Draft,"The software performs an operation on a resource at the wrong phase of the resource's lifecycle, which can lead to unexpected behaviors."
667,Improper Locking,Class,Draft,"The software does not properly acquire or release a lock on a resource, leading to unexpected resource state changes and behaviors."
668,Exposure of Resource to Wrong Sphere,Class,Draft,"The product exposes a resource to the wrong control sphere, providing unintended actors with inappropriate access to the resource."
669,Incorrect Resource Transfer Between Spheres,Class,Draft,"The product does not properly transfer a resource/behavior to another sphere, or improperly imports a resource/behavior from another sphere, in a manner that provides unintended control over that resource."
670,Always-Incorrect Control Flow Implementation,Class,Draft,"The code contains a control flow path that does not reflect the algorithm that the path is intended to implement, leading to incorrect behavior any time this path is navigated."
671,Lack of Administrator Control over Security,Class,Draft,The product uses security features in a way that prevents the product's administrator from tailoring security settings to reflect the environment in which the product is being used. This introduces resultant weaknesses or prevents it from operating at a level of security that is desired by the administrator.
672,Operation on a Resource after Expiration or Release,Class,Draft,"The software uses, accesses, or otherwise operates on a resource after that resource has been expired, released, or revoked."
673,External Influence of Sphere Definition,Class,Draft,The product does not prevent the definition of control spheres from external actors.
674,Uncontrolled Recursion,Class,Draft,"The product does not properly control the amount of recursion that takes place, which consumes excessive resources, such as allocated memory or the program stack."
675,Duplicate Operations on Resource,Class,Draft,"The product performs the same operation on a resource two or more times, when the operation should only be applied once."
680,Integer Overflow to Buffer Overflow,Compound,Draft,"The product performs a calculation to determine how much memory to allocate, but an integer overflow can occur that causes less memory to be allocated than expected, leading to a buffer overflow."
682,Incorrect Calculation,Pillar,Draft,The software performs a calculation that generates incorrect or unintended results that are later used in security-critical decisions or resource management.
683,Function Call With Incorrect Order of Arguments,Variant,Draft,"The software calls a function, procedure, or routine, but the caller specifies the arguments in an incorrect order, leading to resultant weaknesses."
684,Incorrect Provision of Specified Functionality,Class,Draft,"The code does not function according to its published specifications, potentially leading to incorrect usage."
685,Function Call With Incorrect Number of Arguments,Variant,Draft,"The software calls a function, procedure, or routine, but the caller specifies too many arguments, or too few arguments, which may lead to undefined behavior and resultant weaknesses."
686,Function Call With Incorrect Argument Type,Variant,Draft,"The software calls a function, procedure, or routine, but the caller specifies an argument that is the wrong data type, which may lead to resultant weaknesses."
687,Function Call With Incorrectly Specified Argument Value,Variant,Draft,"The software calls a function, procedure, or routine, but the caller specifies an argument that contains the wrong value, which may lead to resultant weaknesses."
688,Function Call With Incorrect Variable or Reference as Argument,Variant,Draft,"The software calls a function, procedure, or routine, but the caller specifies the wrong variable or reference as one of the arguments, which may lead to undefined behavior and resultant weaknesses."
689,Permission Race Condition During Resource Copy,Compound,Draft,"The product, while copying or cloning a resource, does not set the resource's permissions or access control until the copy is complete, leaving the resource exposed to other spheres while the copy is taking place."
690,Unchecked Return Value to NULL Pointer Dereference,Compound,Draft,"The product does not check for an error after calling a function that can return with a NULL pointer if the function fails, which leads to a resultant NULL pointer dereference."
691,Insufficient Control Flow Management,Pillar,Draft,"The code does not sufficiently manage its control flow during execution, creating conditions in which the control flow can be modified in unexpected ways."
692,Incomplete Denylist to Cross-Site Scripting,Compound,Draft,"The product uses a denylist-based protection mechanism to defend against XSS attacks, but the denylist is incomplete, allowing XSS variants to succeed."
693,Protection Mechanism Failure,Pillar,Draft,The product does not use or incorrectly uses a protection mechanism that provides sufficient defense against directed attacks against the product.
696,Incorrect Behavior Order,Class,Incomplete,"The product performs multiple related behaviors, but the behaviors are performed in the wrong order in ways which may produce resultant weaknesses."
697,Incorrect Comparison,Pillar,Incomplete,"The software compares two entities in a security-relevant context, but the comparison is incorrect, which may lead to resultant weaknesses."
703,Improper Check or Handling of Exceptional Conditions,Pillar,Incomplete,The software does not properly anticipate or handle exceptional conditions that rarely occur during normal operation of the software.
704,Incorrect Type Conversion or Cast,Class,Incomplete,"The software does not correctly convert an object, resource, or structure from one type to a different type."
705,Incorrect Control Flow Scoping,Class,Incomplete,The software does not properly return control flow to the proper location after it has completed a task or detected an unusual condition.
706,Use of Incorrectly-Resolved Name or Reference,Class,Incomplete,"The software uses a name or reference to access a resource, but the name/reference resolves to a resource that is outside of the intended control sphere."
707,Improper Neutralization,Pillar,Incomplete,The product does not ensure or incorrectly ensures that structured messages or data are well-formed and that certain security properties are met before being read from an upstream component or sent to a downstream component.
710,Improper Adherence to Coding Standards,Pillar,Incomplete,"The software does not follow certain coding rules for development, which can lead to resultant weaknesses or increase the severity of the associated vulnerabilities."
732,Incorrect Permission Assignment for Critical Resource,Class,Draft,The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.
754,Improper Check for Unusual or Exceptional Conditions,Class,Incomplete,The software does not check or incorrectly checks for unusual or exceptional conditions that are not expected to occur frequently during day to day operation of the software.
755,Improper Handling of Exceptional Conditions,Class,Incomplete,The software does not handle or incorrectly handles an exceptional condition.
757,Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade'),Base,Incomplete,"A protocol or its implementation supports interaction between multiple actors and allows those actors to negotiate which algorithm should be used as a protection mechanism such as encryption or authentication, but it does not select the strongest algorithm that is available to both parties."
758,"Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",Class,Incomplete,"The software uses an API function, data structure, or other entity in a way that relies on properties that are not always guaranteed to hold for that entity."
759,Use of a One-Way Hash without a Salt,Variant,Incomplete,"The software uses a one-way cryptographic hash against an input that should not be reversible, such as a password, but the software does not also use a salt as part of the input."
760,Use of a One-Way Hash with a Predictable Salt,Variant,Incomplete,"The software uses a one-way cryptographic hash against an input that should not be reversible, such as a password, but the software uses a predictable salt as part of the input."
761,Free of Pointer not at Start of Buffer,Variant,Incomplete,"The application calls free() on a pointer to a memory resource that was allocated on the heap, but the pointer is not at the start of the buffer."
762,Mismatched Memory Management Routines,Variant,Incomplete,"The application attempts to return a memory resource to the system, but it calls a release function that is not compatible with the function that was originally used to allocate that resource."
768,Incorrect Short Circuit Evaluation,Variant,Incomplete,"The software contains a conditional statement with multiple logical expressions in which one of the non-leading expressions may produce side effects. This may lead to an unexpected state in the program after the execution of the conditional, because short-circuiting logic may prevent the side effects from occurring."
773,Missing Reference to Active File Descriptor or Handle,Variant,Incomplete,"The software does not properly maintain references to a file descriptor or handle, which prevents that file descriptor/handle from being reclaimed."
774,Allocation of File Descriptors or Handles Without Limits or Throttling,Variant,Incomplete,"The software allocates file descriptors or handles on behalf of an actor without imposing any restrictions on how many descriptors can be allocated, in violation of the intended security policy for that actor."
775,Missing Release of File Descriptor or Handle after Effective Lifetime,Variant,Incomplete,"The software does not release a file descriptor or handle after its effective lifetime has ended, i.e., after the file descriptor/handle is no longer needed."
777,Regular Expression without Anchors,Variant,Incomplete,"The software uses a regular expression to perform neutralization, but the regular expression is not anchored and may allow malicious or malformed data to slip through."
780,Use of RSA Algorithm without OAEP,Variant,Incomplete,"The software uses the RSA algorithm but does not incorporate Optimal Asymmetric Encryption Padding (OAEP), which might weaken the encryption."
781,Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code,Variant,Draft,"The software defines an IOCTL that uses METHOD_NEITHER for I/O, but it does not validate or incorrectly validates the addresses that are provided."
782,Exposed IOCTL with Insufficient Access Control,Variant,Draft,"The software implements an IOCTL with functionality that should be restricted, but it does not properly enforce access control for the IOCTL."
784,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,Variant,Draft,"The application uses a protection mechanism that relies on the existence or values of a cookie, but it does not properly ensure that the cookie is valid for the associated user."
785,Use of Path Manipulation Function without Maximum-sized Buffer,Variant,Incomplete,"The software invokes a function for normalizing paths or file names, but it provides an output buffer that is smaller than the maximum possible size, such as PATH_MAX."
789,Uncontrolled Memory Allocation,Variant,Draft,"The product allocates memory based on an untrusted size value, but it does not validate or incorrectly validates the size, allowing arbitrary amounts of memory to be allocated."
790,Improper Filtering of Special Elements,Class,Incomplete,"The software receives data from an upstream component, but does not filter or incorrectly filters special elements before sending it to a downstream component."
792,Incomplete Filtering of One or More Instances of Special Elements,Variant,Incomplete,"The software receives data from an upstream component, but does not completely filter one or more instances of special elements before sending it to a downstream component."
793,Only Filtering One Instance of a Special Element,Variant,Incomplete,"The software receives data from an upstream component, but only filters a single instance of a special element before sending it to a downstream component."
794,Incomplete Filtering of Multiple Instances of Special Elements,Variant,Incomplete,"The software receives data from an upstream component, but does not filter all instances of a special element before sending it to a downstream component."
796,Only Filtering Special Elements Relative to a Marker,Variant,Incomplete,"The software receives data from an upstream component, but only accounts for special elements positioned relative to a marker (e.g. at the beginning/end of a string; the second argument), thereby missing remaining special elements that may exist before sending it to a downstream component."
797,Only Filtering Special Elements at an Absolute Position,Variant,Incomplete,"The software receives data from an upstream component, but only accounts for special elements at an absolute position (e.g. byte number 10), thereby missing remaining special elements that may exist before sending it to a downstream component."
799,Improper Control of Interaction Frequency,Class,Incomplete,"The software does not properly limit the number or frequency of interactions that it has with an actor, such as the number of incoming requests."
806,Buffer Access Using Size of Source Buffer,Variant,Incomplete,"The software uses the size of a source buffer when reading from or writing to a destination buffer, which may cause it to access memory that is outside of the bounds of the buffer."
807,Reliance on Untrusted Inputs in a Security Decision,Base,Incomplete,"The application uses a protection mechanism that relies on the existence or values of an input, but the input can be modified by an untrusted actor in a way that bypasses the protection mechanism."
827,Improper Control of Document Type Definition,Variant,Incomplete,"The software does not restrict a reference to a Document Type Definition (DTD) to the intended control sphere. This might allow attackers to reference arbitrary DTDs, possibly causing the software to expose files, consume excessive system resources, or execute arbitrary http requests on behalf of the attacker."
830,Inclusion of Web Functionality from an Untrusted Source,Variant,Incomplete,"The software includes web functionality (such as a web widget) from another domain, which causes it to operate within the domain of the software, potentially granting total access and control of the software to the untrusted source."
834,Excessive Iteration,Class,Incomplete,The software performs an iteration or loop without sufficiently limiting the number of times that the loop is executed.
862,Missing Authorization,Class,Incomplete,The software does not perform an authorization check when an actor attempts to access a resource or perform an action.
863,Incorrect Authorization,Class,Incomplete,"The software performs an authorization check when an actor attempts to access a resource or perform an action, but it does not correctly perform the check. This allows attackers to bypass intended access restrictions."
912,Hidden Functionality,Class,Incomplete,"The software contains functionality that is not documented, not part of the specification, and not accessible through an interface or command sequence that is obvious to the software's users or administrators."
913,Improper Control of Dynamically-Managed Code Resources,Class,Incomplete,"The software does not properly restrict reading from or writing to dynamically-managed code resources such as variables, objects, classes, attributes, functions, or executable instructions or statements."
918,Server-Side Request Forgery (SSRF),Base,Incomplete,"The web server receives a URL or similar request from an upstream component and retrieves the contents of this URL, but it does not sufficiently ensure that the request is being sent to the expected destination."
922,Insecure Storage of Sensitive Information,Class,Incomplete,The software stores sensitive information without properly limiting read or write access by unauthorized actors.
923,Improper Restriction of Communication Channel to Intended Endpoints,Class,Incomplete,"The software establishes a communication channel to (or from) an endpoint for privileged or protected operations, but it does not properly ensure that it is communicating with the correct endpoint."
925,Improper Verification of Intent by Broadcast Receiver,Variant,Incomplete,The Android application uses a Broadcast Receiver that receives an Intent but does not properly verify that the Intent came from an authorized source.
926,Improper Export of Android Application Components,Variant,Incomplete,"The Android application exports a component for use by other applications, but does not properly restrict which applications can launch the component or access the data it contains."
927,Use of Implicit Intent for Sensitive Communication,Variant,Incomplete,The Android application uses an implicit intent for transmitting sensitive data to other applications.
942,Permissive Cross-domain Policy with Untrusted Domains,Variant,Incomplete,The software uses a cross-domain policy file that includes domains that should not be trusted.
943,Improper Neutralization of Special Elements in Data Query Logic,Class,Incomplete,"The application generates a query intended to access or manipulate data in a data store such as a database, but it does not neutralize or incorrectly neutralizes special elements that can modify the intended logic of the query."
1004,Sensitive Cookie Without 'HttpOnly' Flag,Variant,Incomplete,"The software uses a cookie to store sensitive information, but the cookie is not marked with the HttpOnly flag."
1022,Use of Web Link to Untrusted Target with window.opener Access,Variant,Incomplete,"The web application produces links to untrusted external sites outside of its sphere of control, but it does not properly prevent the external site from modifying security-critical properties of the window.opener object, such as the location property."
1023,Incomplete Comparison with Missing Factors,Class,Incomplete,"The software performs a comparison between entities that must consider multiple factors or characteristics of each entity, but the comparison does not include one or more of these factors."
1038,Insecure Automated Optimizations,Class,Draft,"The product uses a mechanism that automatically optimizes code, e.g. to improve a characteristic such as performance, but the optimizations can have an unintended side effect that might violate an intended security assumption."
1039,Automated Recognition Mechanism with Inadequate Detection or Handling of Adversarial Input Perturbations,Class,Incomplete,"The product uses an automated mechanism such as machine learning to recognize complex data inputs (e.g. image or audio) as a particular concept or category, but it does not properly detect or handle inputs that have been modified or constructed in a way that causes the mechanism to detect a different, incorrect concept."
1042,Static Member Data Element outside of a Singleton Class Element,Variant,Incomplete,"The code contains a member element that is declared as static (but not final), in which its parent class element is not a singleton class - that is, a class element that can be used only once in the 'to' association of a Create action."
1059,Incomplete Documentation,Class,Incomplete,"The documentation, whether on paper or in electronic form, does not contain descriptions of all the relevant elements of the product, such as its usage, structure, interfaces, design, implementation, configuration, operation, etc."
1061,Insufficient Encapsulation,Class,Incomplete,"The software does not sufficiently hide the internal representation and implementation details of data or methods, which might allow external components or modules to modify data unexpectedly, invoke unexpected functionality, or introduce dependencies that the programmer did not intend."
1076,Insufficient Adherence to Expected Conventions,Class,Incomplete,"The product's architecture, source code, design, documentation, or other artifact does not follow required conventions."
1078,Inappropriate Source Code Style or Formatting,Class,Incomplete,"The source code does not follow desired style or formatting for indentation, white space, comments, etc."
1093,Excessively Complex Data Representation,Class,Incomplete,The software uses an unnecessarily complex internal representation for its data structures or interrelationships between those structures.
1096,Singleton Class Instance Creation without Proper Locking or Synchronization,Variant,Incomplete,The software implements a Singleton design pattern but does not use appropriate locking or other synchronization mechanism to ensure that the singleton class is only instantiated once.
1120,Excessive Code Complexity,Class,Incomplete,"The code is too complex, as calculated using a well-defined, quantitative measure."
1164,Irrelevant Code,Class,Incomplete,"The program contains code that is not essential for execution, i.e. makes no state changes and has no side effects that alter data or control flow, such that removal of the code would have no impact to functionality or correctness."
1174,ASP.NET Misconfiguration: Improper Model Validation,Variant,Draft,"The ASP.NET application does not use, or incorrectly uses, the model validation framework."
1176,Inefficient CPU Computation,Class,Incomplete,"The program performs CPU computations using algorithms that are not as efficient as they could be for the needs of the developer, i.e., the computations can be optimized further."
1177,Use of Prohibited Code,Class,Incomplete,"The software uses a function, library, or third party component that has been explicitly prohibited, whether by the developer or the customer."
